word,fear,negative,positive,sadness
dictator,35,35,0,0
dictatorial,0,1,0,0
dictatorship,13,13,0,13
dictionary,0,0,6,0
didactic,0,0,1,0
die,940,940,0,940
dietary,0,0,10,0
difficult,327,0,0,0
difficulties,0,41,0,41
difficulty,29,29,0,29
dignified,0,0,2,0
dignity,0,0,18,0
diligence,0,0,6,0
dilute,0,4,0,0
diminish,0,7,0,7
diminished,0,4,0,0
din,0,6,0,0
dinner,0,0,51,0
dinosaur,4,0,0,0
diplomacy,0,0,11,0
diplomatic,0,0,4,0
dire,54,54,0,54
director,0,0,378,0
dirt,0,12,0,0
dirty,0,48,0,0
disability,0,98,0,98
disable,1,1,0,1
disabled,73,73,0,73
disagree,0,24,0,0
disagreeing,0,2,0,2
disallowed,1,1,0,1
disappear,77,0,0,0
disappoint,0,7,0,7
disappointed,0,57,0,57
disappointing,0,30,0,30
disappointment,0,11,0,11
disapproval,0,2,0,2
disapprove,3,3,0,3
disapproving,0,1,0,1
disaster,251,251,0,251
disastrous,34,34,0,34
discharge,0,66,0,0
discipline,30,30,0,0
disclaim,0,1,0,0
discomfort,0,6,0,6
disconnect,0,8,0,8
disconnected,0,4,0,4
disconnection,0,2,0,0
discontent,4,4,0,4
discontinue,0,3,0,0
discord,0,8,0,0
discourage,10,10,0,10
discovery,0,0,35,0
discredit,0,11,0,0
discretion,0,0,4,0
discretionary,0,0,7,0
discriminate,0,20,0,20
discriminating,0,5,0,0
discrimination,47,47,0,47
discussion,0,0,257,0
disdain,0,4,0,0
disease,855,855,0,855
diseased,2,2,0,2
disgrace,0,36,0,36
disgraced,0,1,0,1
disgraceful,0,28,0,0
disgruntled,0,1,0,1
disgust,6,6,0,6
disgusting,69,69,0,0
disheartened,0,1,0,1
disheartening,0,10,0,10
dishonest,0,12,0,12
dishonesty,0,2,0,0
disillusionment,0,1,0,1
disinfection,0,0,52,0
disinformation,72,72,0,0
disingenuous,0,7,0,0
disintegration,0,1,0,0
dislike,0,9,0,0
disliked,0,1,0,1
dismal,7,7,0,7
dismay,2,2,0,2
dismissal,5,5,0,5
disobedience,0,2,0,0
disobey,0,5,0,0
disorder,25,25,0,0
disorganized,0,1,0,0
disparaging,0,1,0,1
disparity,0,15,0,15
dispel,0,8,0,8
dispersion,0,2,0,0
displace,0,2,0,0
displaced,33,0,0,33
disposal,0,19,0,0
disposed,0,0,3,0
dispute,0,14,0,0
disqualified,0,1,0,1
disregard,0,24,0,0
disregarded,0,4,0,0
disrespect,0,13,0,0
disrespectful,11,11,0,11
disruption,116,116,0,0
disseminate,0,0,3,0
dissenting,0,2,0,0
disservice,0,1,0,1
dissolution,1,1,0,1
dissonance,0,5,0,0
distasteful,0,2,0,0
distinction,0,0,2,0
distorted,0,5,0,0
distortion,0,1,0,0
distract,0,35,0,0
distracted,0,14,0,0
distracting,0,10,0,0
distraction,0,51,0,0
distress,28,28,0,28
distressed,17,17,0,0
distressing,3,3,0,0
distrust,12,12,0,0
disturbance,4,4,0,4
disturbed,0,8,0,8
divergent,0,1,0,0
diverse,0,32,32,0
diversified,0,0,1,0
diversion,0,0,7,0
divestment,0,2,0,0
divinity,0,0,1,0
divorce,17,17,0,17
dizziness,0,1,0,0
dizzy,0,1,0,0
docked,0,2,0,0
doctor,0,0,470,0
dogged,0,0,2,0
doit,0,1,0,0
doldrums,0,2,0,2
dole,0,7,0,7
dominant,4,4,0,0
dominate,11,11,11,0
domination,4,4,0,4
don,0,0,126,0
donation,0,0,125,0
doodle,0,12,0,0
doom,23,23,0,0
doomed,29,29,0,29
doomsday,7,7,0,7
doubt,125,125,0,125
doubtful,0,7,0,0
doubting,0,6,0,0
douche,0,5,0,0
dove,0,0,1,0
downfall,19,19,0,19
dragon,7,0,0,0
drainage,0,1,0,0
dread,7,7,0,0
dreadful,7,7,0,7
dreadfully,1,1,0,1
drinking,0,104,0,0
drivel,0,2,0,0
drone,0,27,0,0
drought,0,11,0,0
drown,5,5,0,5
drowsiness,0,1,0,0
drugged,0,0,0,1
drunken,0,3,0,0
dubious,6,6,0,0
duel,1,0,0,0
duet,0,0,1,0
duke,0,0,12,0
dull,0,2,0,2
dumb,0,105,0,0
dummy,0,6,0,0
dumps,0,4,0,4
dun,0,7,0,0
dungeon,1,1,0,0
duplicity,0,1,0,0
durability,0,0,3,0
durable,0,0,4,0
duress,1,1,0,1
dust,0,27,0,0
dying,565,565,0,565
dysentery,0,1,0,1
eager,0,0,21,0
earl,0,0,15,0
earn,0,0,79,0
earnest,0,0,2,0
earthquake,24,24,0,24
ease,0,0,85,0
eat,0,0,244,0
ecstatic,0,0,1,0
edict,1,1,0,0
edification,0,0,1,0
educate,0,0,49,0
educated,0,0,39,0
educational,0,0,85,0
effective,0,0,577,0
efficacy,0,0,54,0
efficiency,0,0,26,0
efficient,0,0,61,0
effort,0,0,186,0
egotistical,0,4,0,0
egregious,0,5,0,0
eject,0,1,0,0
elaboration,0,0,2,0
elated,0,0,2,0
elder,0,0,13,0
elders,0,0,29,0
elect,0,0,27,0
electric,0,0,45,0
electricity,0,0,59,0
elegance,0,0,1,0
elegant,0,0,6,0
elevation,1,0,1,0
eligible,0,0,72,0
elimination,44,44,0,44
elite,0,0,37,0
eloquent,0,0,2,0
elusive,0,2,0,0
embarrass,0,3,0,3
embarrassing,0,18,0,0
embarrassment,16,16,0,16
embezzlement,0,1,0,0
embolism,3,3,0,3
embrace,0,0,49,0
emergency,596,596,0,596
emeritus,0,0,4,0
eminence,0,0,3,0
eminent,0,0,7,0
eminently,0,0,2,0
empathy,0,0,88,0
empower,0,0,27,0
emptiness,0,0,0,4
emulate,0,0,3,0
enable,0,0,75,0
enchanted,0,0,1,0
encore,0,0,3,0
encourage,0,0,88,0
encouragement,0,0,9,0
encyclopedia,0,0,1,0
endanger,22,22,0,0
endangered,15,15,0,0
endeavor,0,0,11,0
endemic,13,13,0,13
endless,30,30,30,30
endurance,0,0,5,0
endure,0,0,10,0
enemy,77,77,0,0
energetic,0,0,4,0
enforce,80,80,80,0
enforcement,0,93,0,0
engaged,0,0,42,0
engaging,0,0,47,0
enhance,0,0,49,0
enjoy,0,0,250,0
enjoying,0,0,67,0
enlighten,0,0,5,0
enmity,1,1,0,1
enrich,0,0,9,0
ensemble,0,0,7,0
enslave,0,1,0,0
enslaved,3,3,0,3
enslavement,0,2,0,0
entangled,3,3,0,3
entanglement,0,9,0,0
enterprising,0,0,3,0
entertain,0,0,13,0
entertained,0,0,12,0
entertaining,0,0,11,0
entertainment,0,0,59,0
enthusiasm,0,0,18,0
enthusiast,0,0,2,0
envious,0,2,0,0
environ,0,0,2,0
epic,0,0,46,0
epidemic,196,196,0,196
epilepsy,0,2,0,0
epitaph,0,0,0,1
epitome,0,0,2,0
equality,0,0,49,0
equally,0,0,44,0
equilibrium,0,0,2,0
equity,0,0,79,0
eradicate,0,42,0,0
eradication,9,9,0,0
erase,11,11,0,0
erosion,0,2,0,0
err,0,7,0,0
errand,0,0,2,0
erratic,0,2,0,0
erratum,0,1,0,0
erroneous,0,2,0,0
error,0,24,0,24
erudite,0,0,4,0
eruption,4,4,0,0
escalate,0,11,0,0
escape,64,64,64,0
escaped,22,0,0,0
espionage,0,4,0,0
essential,0,0,472,0
established,0,0,56,0
esteem,0,0,2,2
estranged,0,2,0,0
ethereal,1,0,0,0
ethical,0,0,40,0
ethics,0,0,46,0
euthanasia,4,4,0,4
evacuate,18,18,0,0
evacuation,0,15,0,0
evade,2,2,0,0
evanescence,0,0,0,1
evasion,1,1,0,1
everlasting,0,0,3,0
evict,0,23,0,23
eviction,92,92,0,92
evident,0,0,18,0
evil,97,97,0,97
evolution,0,0,67,0
exacerbate,0,10,0,0
exacting,0,1,0,0
exaggerate,0,1,0,0
exaggerated,0,17,0,0
exalt,0,0,1,0
exalted,0,0,1,0
examination,41,41,0,0
exceed,0,0,45,0
excel,0,0,16,0
excellence,0,0,22,0
excellent,0,0,290,0
excess,0,195,0,0
exchange,0,0,36,0
excise,0,3,0,0
excite,1,0,1,0
excited,0,0,196,0
excitement,0,0,16,0
exciting,0,0,83,0
excluded,0,34,0,34
excluding,0,8,0,8
exclusion,9,9,0,9
excruciating,5,5,0,0
excuse,0,134,0,0
execution,15,15,0,15
exemplary,0,0,10,0
exemption,0,0,24,0
exhaust,0,4,0,0
exhausted,0,24,0,24
exhaustion,0,11,0,11
exhort,0,0,3,0
exhortation,0,0,2,0
exigent,1,1,0,0
exile,3,3,0,3
existence,0,0,45,0
exotic,0,0,2,0
expatriate,0,9,0,0
expect,0,0,260,0
expectation,0,0,12,0
expedient,0,0,1,0
expedition,0,0,2,0
expel,4,4,0,4
expenditure,0,13,0,0
expenses,0,126,0,0
experienced,0,0,107,0
expert,0,0,373,0
expertise,0,0,49,0
expire,0,19,0,19
expired,0,23,0,0
explain,0,0,245,0
expletive,0,1,0,0
explode,12,12,0,12
explosion,47,47,0,0
explosive,18,18,0,0
expose,58,0,0,0
exposed,0,256,0,0
expropriation,0,1,0,0
expulsion,3,3,0,3
exquisite,0,0,4,0
exquisitely,0,0,1,0
extend,0,0,143,0
extensive,0,0,28,0
extermination,1,1,0,0
extinct,0,4,0,4
extinguish,0,3,0,0
extra,0,0,212,0
extrajudicial,1,1,0,0
extraordinary,0,0,52,0
extremity,0,1,0,0
exuberance,0,0,1,0
fabricate,0,1,0,0
fabrication,0,1,0,0
facilitate,0,0,36,0
faculty,0,0,81,0
fade,0,9,0,0
faeces,0,1,0,0
failing,102,102,0,102
failure,298,298,0,298
fainting,2,2,0,2
fair,0,0,178,0
fairly,0,0,18,0
faith,0,0,122,0
faithful,0,0,9,0
fake,0,294,0,0
fall,0,496,0,496
fallacious,0,1,0,0
fallacy,0,6,0,0
falling,0,132,0,132
fallow,0,1,0,0
falsehood,0,3,0,0
falsely,0,34,0,0
falsify,0,1,0,0
falter,10,10,0,0
fame,0,0,9,0
familiar,0,0,28,0
familiarity,0,0,1,0
famine,0,10,0,10
famous,0,0,60,0
famously,0,0,3,0
fancy,0,0,22,0
fanfare,0,0,3,0
fang,1,0,0,0
farce,0,22,0,0
farcical,0,3,0,0
fascinating,0,0,87,0
fashionable,0,0,26,0
fasting,0,3,0,3
fat,0,72,0,72
fatal,46,46,0,46
fatality,230,230,0,230
fate,0,11,0,0
fatigue,0,91,0,0
fatigued,0,1,0,1
fatty,0,5,0,5
fault,0,83,0,83
faulty,0,24,0,0
favorable,0,0,7,0
favorite,0,0,125,0
favoritism,0,0,1,0
fawn,0,1,0,0
fear,555,555,0,0
fearful,18,18,0,18
fearing,14,14,0,0
fearless,9,0,9,0
feat,0,0,27,0
feature,0,0,78,0
fecal,0,3,0,0
feces,0,2,0,0
fee,0,155,0,0
feeble,0,2,0,2
feeling,328,328,328,328
feigned,0,1,0,0
felicity,0,0,1,0
fell,0,85,0,85
fellow,0,0,166,0
fellowship,0,0,11,0
felon,1,1,0,0
felony,0,7,0,0
female,0,0,138,0
ferocious,3,3,0,0
fertile,0,0,1,0
fervor,0,0,4,0
festival,0,0,131,0
festive,0,0,10,0
fete,0,0,1,0
feud,0,4,0,0
feudal,0,1,0,0
fever,122,0,0,0
feverish,0,2,0,0
fiasco,0,36,0,0
fib,0,1,0,0
fictitious,0,5,0,0
fidelity,0,0,2,0
fierce,10,10,0,0
fight,1385,1385,0,0
fighting,0,481,0,0
filibuster,0,1,0,0
filth,0,3,0,0
filthy,0,13,0,0
finally,0,0,436,0
fire,383,0,0,0
firearms,5,5,0,0
fits,0,18,0,0
fitting,0,0,15,0
flabby,0,1,0,0
flagging,0,3,0,0
flagrant,0,4,0,0
flake,0,2,0,0
flap,0,3,0,0
flattering,0,0,2,0
flaw,0,4,0,4
flea,0,3,0,0
fled,16,0,0,0
flee,8,8,0,0
fleece,0,5,0,5
fleet,0,0,16,0
flexibility,0,0,37,0
flirt,0,3,3,0
flog,3,3,0,3
flood,39,0,0,0
flop,0,7,0,7
floral,0,0,6,0
flounder,1,1,0,1
flow,0,0,65,0
flu,729,729,0,0
flush,0,0,3,0
flying,130,0,130,0
focus,0,0,434,0
foe,3,3,0,0
folly,0,2,0,0
fondness,0,0,2,0
food,0,0,1007,0
fool,0,53,0,0
foolish,0,18,0,0
foolishness,0,3,0,0
football,0,0,389,0
forbearance,0,0,3,0
forbid,0,11,0,11
force,291,291,0,0
forced,364,364,0,0
forcibly,10,10,0,0
fore,0,0,9,0
foreboding,3,3,0,0
foreclose,2,2,0,2
forefathers,0,0,3,0
forego,0,1,0,0
foregoing,0,0,1,0
foreign,0,188,0,0
foreigner,5,5,0,0
foresee,0,0,1,0
foreseen,0,0,6,0
foresight,0,0,7,0
forewarned,2,2,0,0
forfeit,0,3,0,3
forfeited,0,2,0,0
forge,0,0,6,0
forget,0,475,0,0
forgive,0,0,22,0
forgiven,0,0,7,0
forgiving,0,0,3,0
forgotten,60,60,0,60
forlorn,0,1,0,1
formative,0,0,1,0
formidable,3,0,0,0
formula,0,0,31,0
forsake,0,3,0,3
forsaken,0,5,0,5
forte,0,0,1,0
forthcoming,0,0,10,0
fortify,0,0,2,0
fortitude,0,0,1,0
fortress,1,0,1,1
fortunate,0,0,27,0
fortune,0,0,13,0
forward,0,0,336,0
foul,5,5,0,0
found,0,0,699,0
foundation,0,0,121,0
fracture,0,1,0,0
fragile,31,31,0,31
fragrant,0,0,1,0
frailty,0,6,0,6
frank,0,0,21,0
frantic,2,2,0,0
fraternal,0,0,1,0
fraud,0,165,0,0
fraudulent,0,13,0,0
fraught,4,4,0,4
freedom,0,0,242,0
freely,0,0,21,0
freezing,0,3,0,0
frenzy,0,7,0,0
fret,4,4,0,0
friend,0,0,397,0
friendly,0,0,91,0
friendship,0,0,19,0
fright,4,4,0,0
frighten,2,2,0,2
frightened,3,3,0,0
frightful,1,1,0,1
frivolous,0,1,0,0
frostbite,0,1,0,0
frown,0,1,0,1
frugal,0,0,1,0
fruitful,0,0,13,0
frustrate,0,3,0,3
frustrated,0,30,0,0
frustration,0,19,0,0
fudge,0,3,0,0
fugitive,1,1,0,1
fulfill,0,0,8,0
fulfillment,0,0,3,0
fumble,0,1,0,0
fume,0,1,0,0
fuming,0,1,0,0
fun,0,0,287,0
fundamental,0,0,43,0
funeral,0,0,0,83
fungus,0,1,0,0
funk,0,2,0,2
furious,0,8,0,0
fury,10,10,0,10
fuse,0,0,2,0
fusion,0,0,7,0
fuss,0,3,0,3
fussy,0,1,0,0
futile,0,6,0,6
futility,0,2,0,0
gag,0,2,0,0
gain,0,0,112,0
gaining,0,0,21,0
gall,0,5,0,0
gallant,0,0,2,0
galore,0,0,6,0
gamble,0,10,0,0
gambling,0,12,0,0
gang,23,23,0,0
gap,0,114,0,0
garbage,0,53,0,0
garden,0,0,64,0
garnish,0,2,0,0
garrison,0,0,4,0
gasping,6,6,0,0
gazette,0,0,3,0
gear,0,0,55,0
gem,0,0,10,0
generosity,0,0,13,0
generous,0,0,36,0
genial,0,0,1,0
genius,0,0,45,0
gentleman,0,0,2,0
gentleness,0,0,1,0
genuine,0,0,28,0
geriatric,0,1,0,1
ghastly,2,2,0,0
ghetto,10,10,0,10
ghost,22,0,0,0
giant,63,0,0,0
gift,0,0,94,0
gifted,0,0,14,0
gigantic,0,0,2,0
giggle,0,0,3,0
giving,0,0,338,0
glacial,0,1,0,0
glad,0,0,184,0
gladiator,2,0,0,0
gladness,0,0,1,0
glare,1,1,0,0
glaring,0,4,0,0
glee,0,0,2,0
glib,0,1,0,0
glide,0,0,2,0
glimmer,0,0,2,0
gloom,0,12,0,12
gloomy,0,7,0,7
glorify,0,0,1,0
glory,0,0,25,0
gloss,0,0,3,0
glow,0,0,11,0
glowing,0,0,8,0
glum,0,1,0,1
glut,0,3,0,0
gluttony,0,1,0,0
gnome,2,2,0,0
god,614,0,614,0
godless,0,1,0,0
godly,0,0,2,0
gold,0,0,180,0
goo,0,23,0,0
goodly,0,0,1,0
goodness,0,0,42,0
goodwill,0,0,10,0
gore,1,1,0,1
gorge,0,1,0,0
gorgeous,0,0,10,0
gorilla,0,3,0,0
gospel,0,0,14,0
gossip,0,2,0,0
gout,0,1,0,0
govern,0,0,26,0
government,2298,2298,0,0
grab,0,62,0,0
grace,0,0,60,0
gracious,0,0,4,0
graduation,29,0,29,0
grandchildren,0,0,12,0
grandeur,0,0,1,0
grandmother,0,0,35,0
grant,0,0,163,0
granted,0,0,66,0
grasping,0,4,0,0
grate,0,3,0,0
grateful,0,0,107,0
gratitude,0,0,44,0
grave,28,28,0,28
gray,0,0,0,4
greatness,0,0,12,0
greed,0,31,0,0
greedy,0,17,0,0
green,0,0,175,0
greeting,0,0,10,0
grief,0,54,0,54
grievance,0,3,0,3
grieve,6,6,0,6
grim,81,81,0,81
grin,0,0,3,0
grinding,0,12,0,0
grisly,1,1,0,0
grist,0,0,4,0
grit,0,0,1,0
gross,0,42,0,0
grotesque,0,4,0,0
grounded,12,12,0,12
groundless,0,2,0,0
groundwork,0,0,5,0
grow,0,0,158,0
growth,0,0,462,0
grudge,0,1,0,0
gruesome,0,2,0,0
grumpy,0,1,0,1
guarantee,0,0,62,0
guard,76,0,76,0
guardian,0,0,108,0
gubernatorial,0,0,19,0
guerilla,1,1,0,0
guidance,0,0,315,0
guide,0,0,263,0
guidebook,0,0,11,0
guilt,0,9,0,9
guilty,0,35,0,35
guise,0,11,0,0
gull,0,1,0,0
gullible,0,4,0,4
gulp,1,0,0,0
gun,60,60,0,0
guru,0,0,5,0
guts,0,0,10,0
gypsy,0,1,0,0
habitat,0,0,5,0
hail,0,10,10,0
hairy,0,2,0,0
hale,0,0,7,0
halfway,0,18,0,0
halting,10,10,0,10
hamper,0,7,0,0
hamstring,0,1,0,1
handicap,0,1,0,1
handy,0,0,24,0
hanging,34,34,0,34
happily,0,0,18,0
happiness,0,0,77,0
happy,0,0,762,0
harass,0,5,0,0
harbinger,11,11,0,0
hardened,3,3,0,0
hardship,0,26,0,26
hardy,0,0,2,0
harm,78,78,0,0
harmful,31,31,0,31
harmony,0,0,11,0
harrowing,12,12,0,0
harry,0,23,0,23
harvest,0,0,25,0
hash,0,1,0,0
hasty,0,5,0,0
hate,224,224,0,224
hateful,6,6,0,6
hating,0,8,0,0
hatred,16,16,0,16
haunt,6,6,0,0
haunted,3,3,0,3
haven,0,0,23,0
havoc,43,43,0,0
hawk,10,0,0,0
hazard,48,48,0,0
hazardous,9,9,0,0
haze,3,3,0,0
headache,0,20,0,0
heal,0,0,87,0
healing,0,0,44,0
healthful,0,0,1,0
healthy,0,0,543,0
hearing,210,210,0,0
heartache,0,1,0,1
heartburn,0,1,0,0
heartfelt,0,0,19,19
hearth,0,0,3,0
heartily,0,0,3,0
heartless,0,9,0,9
heathen,1,1,0,0
heavens,0,0,3,0
heavily,0,38,0,0
heel,0,2,0,0
heighten,5,5,0,0
heinous,0,4,0,0
hell,241,241,0,241
hellish,2,2,0,2
helmet,11,0,11,0
helper,0,0,4,0
helpful,0,0,123,0
helpless,19,19,0,19
helplessness,1,1,0,1
hemorrhage,1,1,0,1
hemorrhoids,0,2,0,0
herbal,0,0,17,0
hermit,0,0,0,4
hero,0,0,107,0
heroic,0,0,11,0
heroics,0,0,1,0
heroin,0,4,0,0
heroine,0,0,1,0
heroism,0,0,4,0
herpes,0,5,0,0
hesitation,3,3,0,0
hidden,0,51,0,0
hide,79,0,0,0
hideous,4,4,0,4
hiding,65,0,0,0
hilarious,0,0,39,0
hire,0,0,46,0
hit,0,821,0,0
hitherto,0,1,0,0
hive,0,11,0,0
hoarse,0,2,0,0
hoax,0,357,0,357
hobby,0,0,12,0
hog,0,3,0,0
holiday,0,0,230,0
holiness,4,0,4,0
hollow,0,3,0,3
holocaust,7,7,0,7
holy,0,0,73,0
homage,0,0,2,0
homeless,114,114,0,114
homework,27,0,0,0
homicidal,1,1,0,0
homicide,11,11,0,11
homology,0,0,1,0
homosexuality,0,1,0,0
honest,100,0,100,100
honesty,0,0,15,0
honey,0,0,12,0
honeymoon,0,0,1,0
honor,0,0,59,0
honorable,0,0,16,0
hood,4,4,0,0
hooked,0,2,0,0
hope,0,0,1028,0
hopeful,0,0,54,0
hopeless,17,17,0,17
hopelessness,1,1,0,1
horizon,0,0,21,0
horrible,84,84,0,0
horribly,0,4,0,0
horrid,12,12,0,12
horrific,31,31,0,31
horrified,15,15,0,0
horrifying,24,24,0,24
horror,44,44,0,44
horrors,10,10,0,10
hospice,0,0,0,12
hospital,1750,0,0,1750
hospitality,0,0,125,0
hostage,33,33,0,0
hostile,5,5,0,0
hostility,0,6,0,0
household,0,0,104,0
howl,2,2,0,2
huff,0,1,0,0
hug,0,0,42,0
humane,0,0,8,0
humanitarian,0,0,117,0
humanity,0,0,166,0
humble,0,26,26,26
humbled,0,0,9,9
humbly,0,0,2,0
humiliate,0,2,0,2
humiliating,0,1,0,0
humiliation,0,3,0,3
humility,0,0,10,0
hungry,0,46,0,0
hunter,12,12,0,12
hunting,9,9,0,0
hurricane,125,125,0,0
hurried,0,2,0,0
hurt,128,128,0,128
hurtful,1,1,0,1
hurting,41,41,0,41
hush,0,0,3,0
hustler,0,3,0,0
hut,0,0,3,3
hygienic,0,0,25,0
hymn,0,0,1,1
hype,0,36,0,0
hyperbole,0,5,0,0
hypocrisy,0,47,0,0
hypocrite,0,21,0,0
hypocritical,0,7,0,0
hysteria,53,53,0,0
hysterical,9,9,0,0
idiocy,0,14,0,14
idiot,0,116,0,0
idiotic,0,17,0,0
idol,0,0,18,0
ignorance,0,71,0,0
ignorant,0,77,0,0
ignore,0,146,0,0
ill,237,237,0,237
illegal,100,100,0,100
illegitimate,1,1,0,1
illicit,4,4,0,0
illiterate,0,4,0,0
illness,204,204,0,204
illogical,0,28,0,0
illuminate,0,0,3,0
illusion,0,12,0,0
illustrate,0,0,5,0
imaginative,0,0,3,0
imitation,0,3,0,0
immaculate,0,0,3,0
immature,0,5,0,0
immediately,0,157,157,0
immense,0,0,20,0
immerse,1,0,1,0
immigrant,65,0,0,0
imminent,15,0,0,0
immoral,15,15,0,15
immorality,0,2,0,0
immortal,0,0,1,0
impair,0,2,0,0
impairment,0,7,0,0
impart,0,0,1,0
impartial,0,0,1,0
impartiality,0,0,1,0
impatience,0,1,0,0
impatient,0,4,0,0
impeach,3,3,0,0
impeachment,0,8,0,0
impeccable,0,0,1,0
impede,0,7,0,0
impending,9,0,0,0
impersonation,0,1,0,0
impervious,0,0,1,0
importance,0,0,285,0
imposition,0,6,0,0
impossible,0,73,0,73
impotence,1,1,0,1
impotent,0,4,0,0
impress,0,0,9,0
impression,0,0,15,0
imprison,0,2,0,0
imprisoned,7,7,0,7
imprisonment,2,2,0,2
improve,0,0,185,0
improved,0,0,74,0
improvement,0,0,72,0
improving,0,0,71,0
improvise,0,0,4,0
inability,0,25,0,25
inaccessible,0,4,0,0
inaccurate,0,17,0,0
inaction,0,34,0,0
inactivity,0,2,0,0
inadequacy,0,1,0,0
inadequate,0,30,0,30
inalienable,0,0,2,0
inane,0,1,0,0
inappropriate,0,8,0,8
inauguration,0,0,6,0
incalculable,0,2,0,0
incapacity,0,1,0,0
incarceration,13,13,0,13
incase,9,9,0,9
incessant,0,2,0,0
incest,1,1,0,1
incineration,0,1,0,0
incisive,0,0,5,0
incite,3,3,0,0
inclement,0,1,0,0
include,0,0,285,0
included,0,0,83,0
including,0,0,1045,0
inclusive,0,0,69,0
incoherent,0,7,0,0
income,0,277,277,277
incompatible,0,2,0,2
incompetence,0,120,0,0
incompetent,0,133,0,133
incomprehensible,0,2,0,0
inconsequential,0,1,0,1
inconsiderate,0,12,0,12
inconsistency,0,5,0,0
inconvenient,0,10,0,10
incorrect,0,22,0,0
increase,0,0,746,0
incur,0,4,0,0
incurable,1,1,0,1
indecision,0,1,0,0
indecisive,0,3,0,0
indefensible,4,4,0,0
indemnity,0,0,1,0
independence,0,0,76,0
indestructible,0,0,3,0
indict,2,2,0,0
indictment,6,6,0,0
indifference,4,4,0,4
indoctrination,3,3,0,0
ineffective,0,27,0,0
inefficiency,0,1,0,1
inefficient,0,3,0,3
inept,0,48,0,0
ineptitude,11,11,0,11
inequality,75,75,0,75
inequitable,0,5,0,0
inexcusable,0,10,0,10
inexpensive,0,0,9,0
inexperienced,0,5,0,0
inexplicable,0,3,0,0
infallible,0,0,1,0
infamous,10,10,0,0
infant,8,0,8,0
infantile,0,2,0,0
infect,0,108,0,0
infection,794,794,0,0
infectious,224,224,0,224
inferior,0,2,0,2
inferno,2,2,0,0
infertility,0,4,0,4
infestation,2,2,0,0
infiltration,0,2,2,0
infinite,0,0,7,0
infinity,0,0,2,0
infirm,0,1,0,0
inflammation,0,40,0,0
inflated,0,17,0,0
inflation,27,27,0,0
inflict,5,5,0,5
influence,0,63,63,0
influential,0,0,8,0
influenza,0,85,0,0
information,0,0,778,0
infringement,0,7,0,0
ingenious,0,0,3,0
inheritance,0,0,2,0
inhibit,0,5,0,5
inhuman,5,5,0,5
inhumanity,0,4,0,4
inimitable,0,0,3,0
iniquity,0,1,0,0
injection,15,0,0,0
injunction,0,3,0,0
injure,2,2,0,2
injured,34,34,0,34
injurious,1,1,0,1
injury,40,40,0,40
injustice,0,27,0,0
inmate,26,26,0,0
innocence,0,0,2,0
innocent,0,0,41,0
innocuous,0,0,1,0
innovate,0,0,27,0
innovation,0,0,226,0
inquirer,0,0,3,0
inquiry,0,0,84,0
insane,50,50,0,0
insanity,46,46,0,46
insecure,12,12,0,12
insecurity,58,58,0,0
inseparable,0,0,2,0
insidious,10,10,0,0
insignificance,0,1,0,0
insignificant,0,3,0,3
insolvency,5,5,0,5
inspector,0,0,17,0
inspiration,0,0,30,0
inspire,0,0,26,0
inspired,0,0,71,0
instability,21,21,0,0
instigate,0,2,0,0
instinctive,1,0,1,0
instruct,0,0,1,0
instruction,0,0,40,0
instructor,0,0,6,0
instrumental,0,0,11,0
insufficiency,0,1,0,0
insufficient,0,12,0,0
insult,0,15,0,15
insulting,11,11,0,11
insure,0,0,7,0
insurgent,0,1,0,0
insurmountable,4,4,0,4
intact,0,0,6,0
integrity,0,0,37,0
intellect,0,0,3,0
intellectual,0,0,25,0
intelligence,101,0,101,0
intelligent,0,0,49,0
intended,0,0,25,0
intense,32,32,32,0
inter,0,40,0,40
interference,0,7,0,0
interior,0,0,40,0
interlude,0,0,1,0
interrogation,3,0,0,0
interrupt,0,4,0,0
interrupted,0,14,0,14
intervention,0,61,61,61
interviewer,2,0,0,0
intimate,0,0,15,0
intimately,2,0,0,0
intimidate,1,1,0,0
intolerable,0,1,0,0
intolerance,3,3,0,0
intonation,0,0,1,0
intoxicated,0,1,0,0
intractable,0,1,0,0
intrepid,0,0,2,0
intrigue,1,1,0,0
intruder,2,2,0,0
intrusion,2,2,0,0
intrusive,4,4,0,0
intuition,0,0,4,0
intuitive,0,0,4,0
invade,5,5,0,5
invader,1,1,0,1
invalid,0,0,0,1
invalidate,0,2,0,0
invariably,0,0,4,0
invasion,0,19,0,0
inventive,0,0,1,0
inventor,0,0,8,0
investigate,0,0,38,0
invigorate,0,0,2,0
invitation,0,0,16,0
invite,0,0,47,0
inviting,0,0,37,0
involuntary,0,2,0,0
irate,0,1,0,0
ire,0,4,0,0
iris,5,0,0,0
iron,0,0,23,0
irons,0,2,0,0
irrational,11,11,0,0
irrefutable,0,0,1,0
irregular,0,2,0,0
irregularity,0,2,0,0
irrelevant,0,10,0,0
irreparable,4,4,0,4
irresponsible,0,72,0,0
irritable,0,2,0,0
irritating,0,10,0,0
irritation,0,1,0,1
isolate,0,0,0,138
isolated,96,96,0,96
isolation,0,463,0,463
jackpot,0,0,1,0
jail,111,111,0,111
jam,0,0,21,0
jargon,0,2,0,0
jarring,2,2,0,2
jaws,5,0,0,0
jealous,0,16,0,0
jealousy,2,2,0,2
